"scenario","region","basin","year","Units","value"
"ARM_Reference","Central Asia","AmuDaryaR",2020,"2015$",7826139964.19411
"ARM_Reference","Central Asia","AmuDaryaR",2025,"2015$",8145434127.99951
"ARM_Reference","Central Asia","AmuDaryaR",2030,"2015$",8344537667.51583
"ARM_Reference","Central Asia","AmuDaryaR",2035,"2015$",8554537345.71158
"ARM_Reference","Central Asia","AmuDaryaR",2040,"2015$",8775757730.20024
"ARM_Reference","Central Asia","AmuDaryaR",2045,"2015$",8930439940.48593
"ARM_Reference","Central Asia","AmuDaryaR",2050,"2015$",9028796752.30716
"ARM_Reference","Central Asia","AmurR",1975,"2015$",25573815.507135
"ARM_Reference","Central Asia","AmurR",1990,"2015$",48669046.95135
"ARM_Reference","Central Asia","AmurR",2005,"2015$",22496703.915
"ARM_Reference","Central Asia","AmurR",2010,"2015$",46050816.525
"ARM_Reference","Central Asia","AmurR",2015,"2015$",46908878.415
"ARM_Reference","Central Asia","AmurR",2020,"2015$",51937530.239406
"ARM_Reference","Central Asia","AmurR",2025,"2015$",55666902.1547668
"ARM_Reference","Central Asia","AmurR",2030,"2015$",57964689.2602864
"ARM_Reference","Central Asia","AmurR",2035,"2015$",60266921.5656281
"ARM_Reference","Central Asia","AmurR",2040,"2015$",62543107.2768181
"ARM_Reference","Central Asia","AmurR",2045,"2015$",64864507.5905237
"ARM_Reference","Central Asia","AmurR",2050,"2015$",66830456.3591078
"ARM_Reference","Central Asia","BlackSeaN",1975,"2015$",6826.96385
"ARM_Reference","Central Asia","BlackSeaN",1990,"2015$",6925.5816
"ARM_Reference","Central Asia","BlackSeaN",2005,"2015$",5675.25
"ARM_Reference","Central Asia","BlackSeaN",2010,"2015$",2747.148355
"ARM_Reference","Central Asia","BlackSeaN",2015,"2015$",3125.5
"ARM_Reference","Central Asia","BlackSeaN",2020,"2015$",3377.96417903
"ARM_Reference","Central Asia","BlackSeaN",2025,"2015$",28538928.5227813
"ARM_Reference","Central Asia","BlackSeaN",2030,"2015$",30799329.1790919
"ARM_Reference","Central Asia","BlackSeaN",2035,"2015$",34072440.3885317
"ARM_Reference","Central Asia","BlackSeaN",2040,"2015$",42100585.3669739
"ARM_Reference","Central Asia","BlackSeaN",2045,"2015$",54900683.6462928
"ARM_Reference","Central Asia","BlackSeaN",2050,"2015$",72378304.280948
"ARM_Reference","Central Asia","BlackSeaS",1975,"2015$",211508521.966
"ARM_Reference","Central Asia","BlackSeaS",1990,"2015$",227314484.495
"ARM_Reference","Central Asia","BlackSeaS",2005,"2015$",182368846.87
"ARM_Reference","Central Asia","BlackSeaS",2010,"2015$",119517557.67
"ARM_Reference","Central Asia","BlackSeaS",2015,"2015$",136081352.05
"ARM_Reference","Central Asia","BlackSeaS",2020,"2015$",154074861.5955
"ARM_Reference","Central Asia","BlackSeaS",2025,"2015$",165118368.425223
"ARM_Reference","Central Asia","BlackSeaS",2030,"2015$",174038866.277722
"ARM_Reference","Central Asia","BlackSeaS",2035,"2015$",182015125.021506
"ARM_Reference","Central Asia","BlackSeaS",2040,"2015$",189161654.399362
"ARM_Reference","Central Asia","BlackSeaS",2045,"2015$",196130803.855544
"ARM_Reference","Central Asia","BlackSeaS",2050,"2015$",202034319.752611
"ARM_Reference","Central Asia","CaspianE",1975,"2015$",1158618379.29423
"ARM_Reference","Central Asia","CaspianE",1990,"2015$",1222774321.84874
"ARM_Reference","Central Asia","CaspianE",2005,"2015$",1470658747.67
"ARM_Reference","Central Asia","CaspianE",2010,"2015$",1607912432.175
"ARM_Reference","Central Asia","CaspianE",2015,"2015$",1528356276.405
"ARM_Reference","Central Asia","CaspianE",2020,"2015$",1465191015.8804
"ARM_Reference","Central Asia","CaspianE",2025,"2015$",1502776748.78223
"ARM_Reference","Central Asia","CaspianE",2030,"2015$",1570483837.77384
"ARM_Reference","Central Asia","CaspianE",2035,"2015$",1694647791.17182
"ARM_Reference","Central Asia","CaspianE",2040,"2015$",1780339317.33819
"ARM_Reference","Central Asia","CaspianE",2045,"2015$",1850778568.47428
"ARM_Reference","Central Asia","CaspianE",2050,"2015$",1886535265.15713
"ARM_Reference","Central Asia","CaspianNE",1975,"2015$",166721197.565627
"ARM_Reference","Central Asia","CaspianNE",1990,"2015$",165893502.22089
"ARM_Reference","Central Asia","CaspianNE",2005,"2015$",114628629.85
"ARM_Reference","Central Asia","CaspianNE",2010,"2015$",134245937.714
"ARM_Reference","Central Asia","CaspianNE",2015,"2015$",163003570.835
"ARM_Reference","Central Asia","CaspianNE",2020,"2015$",187014323.649928
"ARM_Reference","Central Asia","CaspianNE",2025,"2015$",211358712.703443
"ARM_Reference","Central Asia","CaspianNE",2030,"2015$",228818455.88224
"ARM_Reference","Central Asia","CaspianNE",2035,"2015$",245847479.947447
"ARM_Reference","Central Asia","CaspianNE",2040,"2015$",262953851.801149
"ARM_Reference","Central Asia","CaspianNE",2045,"2015$",277697260.951303
"ARM_Reference","Central Asia","CaspianNE",2050,"2015$",292596841.755492
"ARM_Reference","Central Asia","CaspianSW",1975,"2015$",2201703089.84162
"ARM_Reference","Central Asia","CaspianSW",1990,"2015$",2287216312.95718
"ARM_Reference","Central Asia","CaspianSW",2005,"2015$",2771955160.59
"ARM_Reference","Central Asia","CaspianSW",2010,"2015$",2931434843.295
"ARM_Reference","Central Asia","CaspianSW",2015,"2015$",3261000430.065
"ARM_Reference","Central Asia","CaspianSW",2020,"2015$",3199763228.88589
"ARM_Reference","Central Asia","CaspianSW",2025,"2015$",3342416782.9279
"ARM_Reference","Central Asia","CaspianSW",2030,"2015$",3524700762.78124
"ARM_Reference","Central Asia","CaspianSW",2035,"2015$",3689233358.23942
"ARM_Reference","Central Asia","CaspianSW",2040,"2015$",3783262385.27385
"ARM_Reference","Central Asia","CaspianSW",2045,"2015$",3828089549.33638
"ARM_Reference","Central Asia","CaspianSW",2050,"2015$",3828606100.93355
"ARM_Reference","Central Asia","Gobi",1975,"2015$",143183275.01205
"ARM_Reference","Central Asia","Gobi",1990,"2015$",145097047.5185
"ARM_Reference","Central Asia","Gobi",2005,"2015$",111029650.62
"ARM_Reference","Central Asia","Gobi",2010,"2015$",138283408.655
"ARM_Reference","Central Asia","Gobi",2015,"2015$",187232691.17
"ARM_Reference","Central Asia","Gobi",2020,"2015$",220499644.923733
"ARM_Reference","Central Asia","Gobi",2025,"2015$",252709716.116544
"ARM_Reference","Central Asia","Gobi",2030,"2015$",278578360.347392
"ARM_Reference","Central Asia","Gobi",2035,"2015$",305940546.114248
"ARM_Reference","Central Asia","Gobi",2040,"2015$",336152528.506701
"ARM_Reference","Central Asia","Gobi",2045,"2015$",369972507.868729
"ARM_Reference","Central Asia","Gobi",2050,"2015$",402860063.102093
"ARM_Reference","Central Asia","LBalkash",1975,"2015$",560670406.419792
"ARM_Reference","Central Asia","LBalkash",1990,"2015$",573827583.612258
"ARM_Reference","Central Asia","LBalkash",2005,"2015$",592168559.815
"ARM_Reference","Central Asia","LBalkash",2010,"2015$",723938060.122994
"ARM_Reference","Central Asia","LBalkash",2015,"2015$",959788087.545
"ARM_Reference","Central Asia","LBalkash",2020,"2015$",1141196719.25407
"ARM_Reference","Central Asia","LBalkash",2025,"2015$",1314317497.07041
"ARM_Reference","Central Asia","LBalkash",2030,"2015$",1458897137.88405
"ARM_Reference","Central Asia","LBalkash",2035,"2015$",1588354597.47763
"ARM_Reference","Central Asia","LBalkash",2040,"2015$",1713221961.16661
"ARM_Reference","Central Asia","LBalkash",2045,"2015$",1836485023.84062
"ARM_Reference","Central Asia","LBalkash",2050,"2015$",1945197590.25867
"ARM_Reference","Central Asia","ObR",1975,"2015$",3895131531.41287
"ARM_Reference","Central Asia","ObR",1990,"2015$",3850245392.21379
"ARM_Reference","Central Asia","ObR",2005,"2015$",2828575237.635
"ARM_Reference","Central Asia","ObR",2010,"2015$",3303444687.34
"ARM_Reference","Central Asia","ObR",2015,"2015$",3744300240.31
"ARM_Reference","Central Asia","ObR",2020,"2015$",4072603879.23375
"ARM_Reference","Central Asia","ObR",2025,"2015$",4403446702.6868
"ARM_Reference","Central Asia","ObR",2030,"2015$",4648815327.75718
"ARM_Reference","Central Asia","ObR",2035,"2015$",4908987335.50798
"ARM_Reference","Central Asia","ObR",2040,"2015$",5189524928.92025
"ARM_Reference","Central Asia","ObR",2045,"2015$",5497273748.03855
"ARM_Reference","Central Asia","ObR",2050,"2015$",5798422896.81931
"ARM_Reference","Central Asia","SyrDaryaR",1975,"2015$",3842891638.2185
"ARM_Reference","Central Asia","SyrDaryaR",1990,"2015$",4044295614.6495
"ARM_Reference","Central Asia","SyrDaryaR",2005,"2015$",4197140737.23
"ARM_Reference","Central Asia","SyrDaryaR",2010,"2015$",5311080898.935
"ARM_Reference","Central Asia","SyrDaryaR",2015,"2015$",6741792905.295
"ARM_Reference","Central Asia","SyrDaryaR",2020,"2015$",7869328915.31335
"ARM_Reference","Central Asia","SyrDaryaR",2025,"2015$",8934397054.86636
"ARM_Reference","Central Asia","SyrDaryaR",2030,"2015$",9820326012.64418
"ARM_Reference","Central Asia","SyrDaryaR",2035,"2015$",10580459816.0942
"ARM_Reference","Central Asia","SyrDaryaR",2040,"2015$",11292835490.9435
"ARM_Reference","Central Asia","SyrDaryaR",2045,"2015$",11972086051.467
"ARM_Reference","Central Asia","SyrDaryaR",2050,"2015$",12557309976.5842
"ARM_Reference","Central Asia","Tarim",1975,"2015$",43200933.3609
"ARM_Reference","Central Asia","Tarim",1990,"2015$",43650135.0278
"ARM_Reference","Central Asia","Tarim",2005,"2015$",74450721.45
"ARM_Reference","Central Asia","Tarim",2010,"2015$",78154749.47
"ARM_Reference","Central Asia","Tarim",2015,"2015$",85801884.7
"ARM_Reference","Central Asia","Tarim",2020,"2015$",96282025.346437
"ARM_Reference","Central Asia","Tarim",2025,"2015$",110077672.284765
"ARM_Reference","Central Asia","Tarim",2030,"2015$",116194866.264827
"ARM_Reference","Central Asia","Tarim",2035,"2015$",125053684.569975
"ARM_Reference","Central Asia","Tarim",2040,"2015$",135112026.839419
"ARM_Reference","Central Asia","Tarim",2045,"2015$",147159983.498623
"ARM_Reference","Central Asia","Tarim",2050,"2015$",160529293.815118
"ARM_Reference","Central Asia","UralR",1975,"2015$",555716913.173743
"ARM_Reference","Central Asia","UralR",1990,"2015$",547719854.053329
"ARM_Reference","Central Asia","UralR",2005,"2015$",341897591.805
"ARM_Reference","Central Asia","UralR",2010,"2015$",399174317.08
"ARM_Reference","Central Asia","UralR",2015,"2015$",476014644.35
"ARM_Reference","Central Asia","UralR",2020,"2015$",531575789.764635
"ARM_Reference","Central Asia","UralR",2025,"2015$",587670687.739585
"ARM_Reference","Central Asia","UralR",2030,"2015$",629524013.812388
"ARM_Reference","Central Asia","UralR",2035,"2015$",670373855.854246
"ARM_Reference","Central Asia","UralR",2040,"2015$",712733150.549157
"ARM_Reference","Central Asia","UralR",2045,"2015$",757600063.299803
"ARM_Reference","Central Asia","UralR",2050,"2015$",800308677.970357
"ARM_Reference","Central Asia","VolgaR",1975,"2015$",11308579.768465
"ARM_Reference","Central Asia","VolgaR",1990,"2015$",11298294.178255
"ARM_Reference","Central Asia","VolgaR",2005,"2015$",9608912.95
"ARM_Reference","Central Asia","VolgaR",2010,"2015$",11862738.405
"ARM_Reference","Central Asia","VolgaR",2015,"2015$",15385270.985
"ARM_Reference","Central Asia","VolgaR",2020,"2015$",18169380.4369765
"ARM_Reference","Central Asia","VolgaR",2025,"2015$",20989894.0500378
"ARM_Reference","Central Asia","VolgaR",2030,"2015$",23277151.044156
"ARM_Reference","Central Asia","VolgaR",2035,"2015$",25324051.046776
"ARM_Reference","Central Asia","VolgaR",2040,"2015$",27374863.2483493
"ARM_Reference","Central Asia","VolgaR",2045,"2015$",29490948.1154077
"ARM_Reference","Central Asia","VolgaR",2050,"2015$",31465826.7847181
"ARM_Reference","Central Asia","YeniseiR",1975,"2015$",55992759.69525
"ARM_Reference","Central Asia","YeniseiR",1990,"2015$",105749320.30075
"ARM_Reference","Central Asia","YeniseiR",2005,"2015$",50877122.66
"ARM_Reference","Central Asia","YeniseiR",2010,"2015$",101699578.89
"ARM_Reference","Central Asia","YeniseiR",2015,"2015$",102709528.005
"ARM_Reference","Central Asia","YeniseiR",2020,"2015$",113995827.68777
"ARM_Reference","Central Asia","YeniseiR",2025,"2015$",122878750.133096
"ARM_Reference","Central Asia","YeniseiR",2030,"2015$",128481584.207296
"ARM_Reference","Central Asia","YeniseiR",2035,"2015$",134021383.828872
"ARM_Reference","Central Asia","YeniseiR",2040,"2015$",139480612.978044
"ARM_Reference","Central Asia","YeniseiR",2045,"2015$",145035080.111317
"ARM_Reference","Central Asia","YeniseiR",2050,"2015$",149907246.505313
"ARM_Reference","China","AmurR",1975,"2015$",15706207030.7196
"ARM_Reference","China","AmurR",1990,"2015$",26208560053.603
"ARM_Reference","China","AmurR",2005,"2015$",42742440421.625
"ARM_Reference","China","AmurR",2010,"2015$",51445234794.0542
"ARM_Reference","China","AmurR",2015,"2015$",59706568903.7892
"ARM_Reference","China","AmurR",2020,"2015$",67449091331.8513
"ARM_Reference","China","AmurR",2025,"2015$",73135282034.2502
"ARM_Reference","China","AmurR",2030,"2015$",76577618628.9499
"ARM_Reference","China","AmurR",2035,"2015$",78346162523.28
"ARM_Reference","China","AmurR",2040,"2015$",78881428887.5256
"ARM_Reference","China","AmurR",2045,"2015$",78374424871.3026
"ARM_Reference","China","AmurR",2050,"2015$",76475475785.0808
"ARM_Reference","China","BoHai",1975,"2015$",9691408998.48034
"ARM_Reference","China","BoHai",1990,"2015$",15426940665.8874
"ARM_Reference","China","BoHai",2005,"2015$",27669065836.2938
"ARM_Reference","China","BoHai",2010,"2015$",33563112647.1835
"ARM_Reference","China","BoHai",2015,"2015$",39152708324.375
"ARM_Reference","China","BoHai",2020,"2015$",43817193398.8344
"ARM_Reference","China","BoHai",2025,"2015$",47725157217.523
"ARM_Reference","China","BoHai",2030,"2015$",50641382761.5157
"ARM_Reference","China","BoHai",2035,"2015$",52250072628.6631
"ARM_Reference","China","BoHai",2040,"2015$",53202047550.5818
"ARM_Reference","China","BoHai",2045,"2015$",53584493518.3543
"ARM_Reference","China","BoHai",2050,"2015$",53346277415.6997
"ARM_Reference","China","ChinaCst",1975,"2015$",37419679711.4
"ARM_Reference","China","ChinaCst",1990,"2015$",62771247540.7955
"ARM_Reference","China","ChinaCst",2005,"2015$",111442210996.13
"ARM_Reference","China","ChinaCst",2010,"2015$",131219680539.57
"ARM_Reference","China","ChinaCst",2015,"2015$",145138317297.61
"ARM_Reference","China","ChinaCst",2020,"2015$",157909341881.736
"ARM_Reference","China","ChinaCst",2025,"2015$",167653745244.847
"ARM_Reference","China","ChinaCst",2030,"2015$",173823762794.421
"ARM_Reference","China","ChinaCst",2035,"2015$",177253806250.737
"ARM_Reference","China","ChinaCst",2040,"2015$",178621192263.448
"ARM_Reference","China","ChinaCst",2045,"2015$",178443991257.787
"ARM_Reference","China","ChinaCst",2050,"2015$",176411809704.195
"ARM_Reference","China","GangesR",1975,"2015$",57071475.7949227
"ARM_Reference","China","GangesR",1990,"2015$",90882319.8096215
"ARM_Reference","China","GangesR",2005,"2015$",133433970.36186
"ARM_Reference","China","GangesR",2010,"2015$",152867377.163281
"ARM_Reference","China","GangesR",2015,"2015$",168299347.47679
"ARM_Reference","China","GangesR",2020,"2015$",185742821.488737
"ARM_Reference","China","GangesR",2025,"2015$",197966881.929487
"ARM_Reference","China","GangesR",2030,"2015$",203648573.361342
"ARM_Reference","China","GangesR",2035,"2015$",204978794.927159
"ARM_Reference","China","GangesR",2040,"2015$",203760416.637924
"ARM_Reference","China","GangesR",2045,"2015$",202874276.04433
"ARM_Reference","China","GangesR",2050,"2015$",200883010.66751
"ARM_Reference","China","Gobi",1975,"2015$",1456530749.1665
"ARM_Reference","China","Gobi",1990,"2015$",2538854958.5728
"ARM_Reference","China","Gobi",2005,"2015$",4128066746.7956
"ARM_Reference","China","Gobi",2010,"2015$",4849669325.5283
"ARM_Reference","China","Gobi",2015,"2015$",5358915392.1506
"ARM_Reference","China","Gobi",2020,"2015$",6037517039.32117
"ARM_Reference","China","Gobi",2025,"2015$",6503365963.41737
"ARM_Reference","China","Gobi",2030,"2015$",6742317747.72186
"ARM_Reference","China","Gobi",2035,"2015$",6853675404.76161
"ARM_Reference","China","Gobi",2040,"2015$",6856960295.83747
"ARM_Reference","China","Gobi",2045,"2015$",6769122936.07407
"ARM_Reference","China","Gobi",2050,"2015$",6554412790.57883
"ARM_Reference","China","Hainan",1975,"2015$",1714466553.2302
"ARM_Reference","China","Hainan",1990,"2015$",3206356285.23052
"ARM_Reference","China","Hainan",2005,"2015$",6093219055.74507
"ARM_Reference","China","Hainan",2010,"2015$",7319494339.31394
"ARM_Reference","China","Hainan",2015,"2015$",7978693071.54051
"ARM_Reference","China","Hainan",2020,"2015$",8746565973.83998
"ARM_Reference","China","Hainan",2025,"2015$",9290784922.23331
"ARM_Reference","China","Hainan",2030,"2015$",9619181503.56367
"ARM_Reference","China","Hainan",2035,"2015$",9779908011.90472
"ARM_Reference","China","Hainan",2040,"2015$",9824447741.08529
"ARM_Reference","China","Hainan",2045,"2015$",9775012166.89362
"ARM_Reference","China","Hainan",2050,"2015$",9609076844.64599
"ARM_Reference","China","Hong",1975,"2015$",972317216.3936
"ARM_Reference","China","Hong",1990,"2015$",1867025256.39595
"ARM_Reference","China","Hong",2005,"2015$",3196775769.04
"ARM_Reference","China","Hong",2010,"2015$",3857819773.185
"ARM_Reference","China","Hong",2015,"2015$",4244554726.923
"ARM_Reference","China","Hong",2020,"2015$",4626668628.73658
"ARM_Reference","China","Hong",2025,"2015$",4888448465.83653
"ARM_Reference","China","Hong",2030,"2015$",5016513351.09041
"ARM_Reference","China","Hong",2035,"2015$",5090163908.22351
"ARM_Reference","China","Hong",2040,"2015$",5096361789.37271
"ARM_Reference","China","Hong",2045,"2015$",5046248738.20388
"ARM_Reference","China","Hong",2050,"2015$",4925844422.34116
"ARM_Reference","China","HuangHeR",1975,"2015$",17010842880.514
"ARM_Reference","China","HuangHeR",1990,"2015$",27757371686.4598
"ARM_Reference","China","HuangHeR",2005,"2015$",49565332119.17
"ARM_Reference","China","HuangHeR",2010,"2015$",58680808265.94
"ARM_Reference","China","HuangHeR",2015,"2015$",66418423000.79
"ARM_Reference","China","HuangHeR",2020,"2015$",73193455502.7548
"ARM_Reference","China","HuangHeR",2025,"2015$",78232256247.4672
"ARM_Reference","China","HuangHeR",2030,"2015$",81135832498.1873
"ARM_Reference","China","HuangHeR",2035,"2015$",82317712480.5615
"ARM_Reference","China","HuangHeR",2040,"2015$",82334908123.3819
"ARM_Reference","China","HuangHeR",2045,"2015$",81438748157.6787
"ARM_Reference","China","HuangHeR",2050,"2015$",79587154358.5327
"ARM_Reference","China","IndusR",1975,"2015$",28266.0331401
"ARM_Reference","China","IndusR",1990,"2015$",50171.7517777
"ARM_Reference","China","IndusR",2005,"2015$",72619.5802703
"ARM_Reference","China","IndusR",2010,"2015$",85867.6034398
"ARM_Reference","China","IndusR",2015,"2015$",97111.1887711
"ARM_Reference","China","IndusR",2020,"2015$",103717.216634226
"ARM_Reference","China","IndusR",2025,"2015$",106707.913916464
"ARM_Reference","China","IndusR",2030,"2015$",106569.841296898
"ARM_Reference","China","IndusR",2035,"2015$",105544.923738546
"ARM_Reference","China","IndusR",2040,"2015$",103761.645928873
"ARM_Reference","China","IndusR",2045,"2015$",101721.302860639
"ARM_Reference","China","IndusR",2050,"2015$",99926.8736827095
"ARM_Reference","China","IrrawaddyR",1975,"2015$",414568242.64226
"ARM_Reference","China","IrrawaddyR",1990,"2015$",871981847.17756
"ARM_Reference","China","IrrawaddyR",2005,"2015$",1249028339.59949
"ARM_Reference","China","IrrawaddyR",2010,"2015$",1510993604.24099
"ARM_Reference","China","IrrawaddyR",2015,"2015$",1583904908.59286
"ARM_Reference","China","IrrawaddyR",2020,"2015$",1701860160.84183
"ARM_Reference","China","IrrawaddyR",2025,"2015$",1779713418.13813
"ARM_Reference","China","IrrawaddyR",2030,"2015$",1815225468.29097
"ARM_Reference","China","IrrawaddyR",2035,"2015$",1826144572.58766
"ARM_Reference","China","IrrawaddyR",2040,"2015$",1817386834.19765
"ARM_Reference","China","IrrawaddyR",2045,"2015$",1792462895.59728
"ARM_Reference","China","IrrawaddyR",2050,"2015$",1745541539.15569
"ARM_Reference","China","LBalkash",1975,"2015$",227068498.16
"ARM_Reference","China","LBalkash",1990,"2015$",493991044.0934
"ARM_Reference","China","LBalkash",2005,"2015$",842276729.049
"ARM_Reference","China","LBalkash",2010,"2015$",1026284798.7028
"ARM_Reference","China","LBalkash",2015,"2015$",1145188513.4928
"ARM_Reference","China","LBalkash",2020,"2015$",1292240578.37542
"ARM_Reference","China","LBalkash",2025,"2015$",1393756755.52838
"ARM_Reference","China","LBalkash",2030,"2015$",1445901420.02952
"ARM_Reference","China","LBalkash",2035,"2015$",1471925960.07687
"ARM_Reference","China","LBalkash",2040,"2015$",1474362322.77337
"ARM_Reference","China","LBalkash",2045,"2015$",1456976687.46563
"ARM_Reference","China","LBalkash",2050,"2015$",1410716407.96195
"ARM_Reference","China","Mekong",1975,"2015$",1006014848.28232
"ARM_Reference","China","Mekong",1990,"2015$",2037998273.12886
"ARM_Reference","China","Mekong",2005,"2015$",3002096495.37837
"ARM_Reference","China","Mekong",2010,"2015$",3626596642.36373
"ARM_Reference","China","Mekong",2015,"2015$",3868255163.84573
"ARM_Reference","China","Mekong",2020,"2015$",4211166031.83903
"ARM_Reference","China","Mekong",2025,"2015$",4425259094.66052
"ARM_Reference","China","Mekong",2030,"2015$",4506057006.12797
"ARM_Reference","China","Mekong",2035,"2015$",4512409853.83605
"ARM_Reference","China","Mekong",2040,"2015$",4461501919.65637
"ARM_Reference","China","Mekong",2045,"2015$",4362141651.80662
"ARM_Reference","China","Mekong",2050,"2015$",4198702597.89413
"ARM_Reference","China","ObR",1975,"2015$",24358243.1057332
"ARM_Reference","China","ObR",1990,"2015$",55928431.7360755
"ARM_Reference","China","ObR",2005,"2015$",94959113.5519915
"ARM_Reference","China","ObR",2010,"2015$",115114829.044632
"ARM_Reference","China","ObR",2015,"2015$",125310761.748461
"ARM_Reference","China","ObR",2020,"2015$",141668272.646117
"ARM_Reference","China","ObR",2025,"2015$",152419145.600225
"ARM_Reference","China","ObR",2030,"2015$",157560199.071409
"ARM_Reference","China","ObR",2035,"2015$",160080728.139496
"ARM_Reference","China","ObR",2040,"2015$",160208663.071081
"ARM_Reference","China","ObR",2045,"2015$",158312019.618641
"ARM_Reference","China","ObR",2050,"2015$",153547354.645922
"ARM_Reference","China","RusCstSE",1975,"2015$",180018476.63478
"ARM_Reference","China","RusCstSE",1990,"2015$",315285806.07041
"ARM_Reference","China","RusCstSE",2005,"2015$",560105889.55027
"ARM_Reference","China","RusCstSE",2010,"2015$",664825663.4355
"ARM_Reference","China","RusCstSE",2015,"2015$",745703749.7105
"ARM_Reference","China","RusCstSE",2020,"2015$",840691198.960081
"ARM_Reference","China","RusCstSE",2025,"2015$",909368229.474913
"ARM_Reference","China","RusCstSE",2030,"2015$",951608759.987956
"ARM_Reference","China","RusCstSE",2035,"2015$",976702868.138339
"ARM_Reference","China","RusCstSE",2040,"2015$",988951162.985964
"ARM_Reference","China","RusCstSE",2045,"2015$",989085474.184603
"ARM_Reference","China","RusCstSE",2050,"2015$",973172260.402823
"ARM_Reference","China","Salween",1975,"2015$",585116308.0805
"ARM_Reference","China","Salween",1990,"2015$",1267907089.9453
"ARM_Reference","China","Salween",2005,"2015$",1857053971.25913
"ARM_Reference","China","Salween",2010,"2015$",2263552647.13326
"ARM_Reference","China","Salween",2015,"2015$",2396527312.52326
"ARM_Reference","China","Salween",2020,"2015$",2611698958.1228
"ARM_Reference","China","Salween",2025,"2015$",2739400946.79101
"ARM_Reference","China","Salween",2030,"2015$",2775537224.37719
"ARM_Reference","China","Salween",2035,"2015$",2766382785.51284
"ARM_Reference","China","Salween",2040,"2015$",2719877418.52798
"ARM_Reference","China","Salween",2045,"2015$",2642944009.89955
"ARM_Reference","China","Salween",2050,"2015$",2523929971.81855
"ARM_Reference","China","SChinaSea",1975,"2015$",5863463564.1365
"ARM_Reference","China","SChinaSea",1990,"2015$",11464042010.52
"ARM_Reference","China","SChinaSea",2005,"2015$",19767997905.432
"ARM_Reference","China","SChinaSea",2010,"2015$",23792954043.8219
"ARM_Reference","China","SChinaSea",2015,"2015$",25616916791.4429
"ARM_Reference","China","SChinaSea",2020,"2015$",27566988993.4525
"ARM_Reference","China","SChinaSea",2025,"2015$",28959428602.8733
"ARM_Reference","China","SChinaSea",2030,"2015$",29684170897.109
"ARM_Reference","China","SChinaSea",2035,"2015$",30019061736.6523
"ARM_Reference","China","SChinaSea",2040,"2015$",30027122932.6239
"ARM_Reference","China","SChinaSea",2045,"2015$",29753329660.4231
"ARM_Reference","China","SChinaSea",2050,"2015$",29153578400.6162
"ARM_Reference","China","Tarim",1975,"2015$",1161548397.478
"ARM_Reference","China","Tarim",1990,"2015$",2401203020.4141
"ARM_Reference","China","Tarim",2005,"2015$",3829816662.4109
"ARM_Reference","China","Tarim",2010,"2015$",4458700556.7489
"ARM_Reference","China","Tarim",2015,"2015$",4780826844.3859
"ARM_Reference","China","Tarim",2020,"2015$",4998694696.49988
"ARM_Reference","China","Tarim",2025,"2015$",5327993792.04344
"ARM_Reference","China","Tarim",2030,"2015$",5477092835.27809
"ARM_Reference","China","Tarim",2035,"2015$",5559752382.11543
"ARM_Reference","China","Tarim",2040,"2015$",5537662258.60928
"ARM_Reference","China","Tarim",2045,"2015$",5474596509.12035
"ARM_Reference","China","Tarim",2050,"2015$",5365556051.7185
"ARM_Reference","China","XunJiang",1975,"2015$",15321662511.624
"ARM_Reference","China","XunJiang",1990,"2015$",29433622314.8604
"ARM_Reference","China","XunJiang",2005,"2015$",52751191339.7203
"ARM_Reference","China","XunJiang",2010,"2015$",63534889438.6703
"ARM_Reference","China","XunJiang",2015,"2015$",69304272329.7253
"ARM_Reference","China","XunJiang",2020,"2015$",74977925664.3896
"ARM_Reference","China","XunJiang",2025,"2015$",78909206076.4768
"ARM_Reference","China","XunJiang",2030,"2015$",80738433832.3933
"ARM_Reference","China","XunJiang",2035,"2015$",81759082928.9506
"ARM_Reference","China","XunJiang",2040,"2015$",81668044209.8822
"ARM_Reference","China","XunJiang",2045,"2015$",80731628844.0677
"ARM_Reference","China","XunJiang",2050,"2015$",78810822074.7595
"ARM_Reference","China","Yangtze",1975,"2015$",92238893513.9
"ARM_Reference","China","Yangtze",1990,"2015$",147229581552.298
"ARM_Reference","China","Yangtze",2005,"2015$",241958856973.246
"ARM_Reference","China","Yangtze",2010,"2015$",281423295527.703
"ARM_Reference","China","Yangtze",2015,"2015$",309033233524.386
"ARM_Reference","China","Yangtze",2020,"2015$",336824666556.801
"ARM_Reference","China","Yangtze",2025,"2015$",357157586545
"ARM_Reference","China","Yangtze",2030,"2015$",368493054210.162
"ARM_Reference","China","Yangtze",2035,"2015$",374788485010.049
"ARM_Reference","China","Yangtze",2040,"2015$",376061237612.784
"ARM_Reference","China","Yangtze",2045,"2015$",373528827454.505
"ARM_Reference","China","Yangtze",2050,"2015$",366390481846.077
"ARM_Reference","China","ZiyaHe",1975,"2015$",19085290845.1939
"ARM_Reference","China","ZiyaHe",1990,"2015$",33828971875.2944
"ARM_Reference","China","ZiyaHe",2005,"2015$",63871572745.155
"ARM_Reference","China","ZiyaHe",2010,"2015$",76637628907.98
"ARM_Reference","China","ZiyaHe",2015,"2015$",87175385589.53
"ARM_Reference","China","ZiyaHe",2020,"2015$",96179960385.0793
"ARM_Reference","China","ZiyaHe",2025,"2015$",103795287607.066
